City,State,Latitude,Longitude,Population
San Buenaventura,CA,34.2741,-119.2314,109900
Jacksonville,NC,34.7289,-77.3941,109958
Temecula,CA,33.4928,-117.1315,110404
Costa Mesa,CA,33.6667,-117.9135,110538
Holland,MI,42.7677,-86.0984,110905
Everett,WA,47.9525,-122.1669,111083
Miami Gardens,FL,25.9433,-80.2426,111264
Idaho Falls,ID,43.4871,-112.0362,111295
Murrieta,CA,33.5719,-117.1909,111621
Downey,CA,33.9379,-118.1311,111793
Pompano Beach,FL,26.2428,-80.1312,112212
Longview,TX,32.5193,-94.7622,112687
Gresham,OR,45.5021,-122.4413,112818
Sioux City,IA,42.4959,-96.3901,112823
Bend,OR,44.0563,-121.3095,113454
Leominster,MA,42.5209,-71.7717,113462
Waterloo,IA,42.4918,-92.3522,113832
Elgin,IL,42.0383,-88.324,114106
Carlsbad,CA,33.1246,-117.2834,114500
East Los Angeles,CA,34.0326,-118.1691,114617
Lowell,MA,42.6389,-71.3217,114799
Port Arthur,TX,29.8554,-93.9264,114860
League City,TX,29.4874,-95.1087,114885
Ponce,PR,18.0127,-66.6212,114940
Utica,NY,43.0962,-75.2261,114961
Mandeville,LA,30.3751,-90.0904,115292
Richmond,CA,37.9477,-122.3389,115396
Gilroy,CA,37.0046,-121.5854,115448
Westminster,CO,39.8837,-105.0624,115546
Kailua,HI,21.392,-157.7396,115634
Harlingen,TX,26.1916,-97.6977,115767
Broken Arrow,OK,36.038,-95.7806,115919
West Jordan,UT,40.6024,-112.0008,116277
St. Cloud,MN,45.534,-94.1718,116347
Brandon,FL,27.9367,-82.3,116365
The Woodlands,TX,30.1738,-95.5134,116916
Clearwater,FL,27.979,-82.7623,117075
Saginaw,MI,43.4199,-83.9501,117412
North Charleston,SC,32.9067,-80.0722,117460
Monroe,LA,32.5185,-92.0774,117507
Cambridge,MA,42.3759,-71.1185,117794
Richardson,TX,32.9716,-96.7093,118269
Seaside,CA,36.6224,-121.8199,118398
Burlington,VT,44.4876,-73.2316,118409
West Palm Beach,FL,26.7469,-80.132,119508
Pueblo,CO,38.2701,-104.6114,120020
Boulder,CO,40.0248,-105.2524,120121
Berkeley,CA,37.8722,-122.276,120223
Duluth,MN,46.7756,-92.1393,120443
Greenville,NC,35.5943,-77.376,120595
Redding,CA,40.5698,-122.365,120849
Independence,MO,39.0871,-94.3501,121944
Clovis,CA,36.8278,-119.683,122719
Arvada,CO,39.832,-105.151,122835
Logan,UT,41.7399,-111.8422,122915
Rochester,MN,44.0154,-92.478,123252
Lynchburg,VA,37.4003,-79.1909,123662
Temple,TX,31.1068,-97.3891,123932
Waldorf,MD,38.6085,-76.9194,124186
Round Rock,TX,30.527,-97.6642,124288
Meridian,ID,43.6116,-116.3977,124865
Arecibo,PR,18.4491,-66.7387,125548
Kenosha,WI,42.5865,-87.8773,125807
Pearland,TX,29.5581,-95.3218,125983
Simi Valley,CA,34.2663,-118.749,126503
Abilene,TX,32.4543,-99.7384,127130
Lehigh Acres,FL,26.612,-81.6388,127391
Yuba City,CA,39.1357,-121.6383,127854
Dover,DE,39.161,-75.5202,128045
Lewisville,TX,33.0454,-96.9815,128313
Fort Smith,AR,35.3495,-94.3695,128384
Coeur d'Alene,ID,47.704,-116.7936,128680
Norman,OK,35.2335,-97.3471,128714
Bellingham,WA,48.7548,-122.469,128737
Santa Clara,CA,37.3646,-121.968,129239
Johnson City,TN,36.3406,-82.3806,129818
Iowa City,IA,41.6559,-91.5303,129897
Tyler,TX,32.3184,-95.3062,131037
Carrollton,TX,32.989,-96.8999,132741
Charleston,WV,38.3484,-81.6322,133045
Bloomington,IL,40.4757,-88.9703,133107
Billings,MT,45.7891,-108.5526,133173
Sterling Heights,MI,42.5809,-83.0305,133473
Coral Springs,FL,26.2702,-80.2591,133962
Yakima,WA,46.5923,-120.5496,134003
Kent,WA,47.3887,-122.2128,135015
Racine,WI,42.7274,-87.8135,135512
Stamford,CT,41.1039,-73.5585,135806
Elizabeth,NJ,40.6658,-74.1913,135887
Miramar,FL,25.9773,-80.3351,135986
Pasadena,CA,34.1597,-118.139,136462
Hampton,VA,37.0551,-76.363,137334
West Valley City,UT,40.6886,-112.0123,137955
Warren,MI,42.4934,-83.027,138128
Orange,CA,33.8038,-117.8218,138723
Metairie,LA,29.9977,-90.178,138995
Carolina,PR,18.4054,-65.9792,139051
Grand Junction,CO,39.0877,-108.5673,141008
Fullerton,CA,33.8841,-117.9279,141278
Columbia,MO,38.9472,-92.3268,141811
Las Cruces,NM,32.3265,-106.7893,142432
Thornton,CO,39.9197,-104.9438,142878
Torrance,CA,33.8346,-118.3416,143499
Greeley,CO,40.4152,-104.7706,143554
Midland,TX,32.0243,-102.1147,143714
Olathe,KS,38.8833,-94.82,143720
Yuma,AZ,32.5995,-114.5491,144509
Santa Maria,CA,34.9333,-120.4431,144857
Lake Charles,LA,30.201,-93.2111,145110
Elkhart,IN,41.6916,-85.9627,146511
Beaumont,TX,30.0849,-94.1451,146554
St. George,UT,37.0758,-113.5752,147347
Athens,GA,33.9508,-83.3689,147368
Houma,LA,29.58,-90.7059,147841
Pomona,CA,34.0585,-117.7626,148391
Champaign,IL,40.1142,-88.2737,148477
Mesquite,TX,32.7602,-96.5865,148848
Pasadena,TX,29.6575,-95.1498,149345
Naperville,IL,41.748,-88.1659,149424
Surprise,AZ,33.6815,-112.4515,149519
Joliet,IL,41.5188,-88.1499,149785
Escondido,CA,33.1348,-117.0723,149913
Topeka,KS,39.0346,-95.6955,150343
Binghamton,NY,42.1014,-75.9093,150564
Fairfield,CA,38.2583,-122.0335,150794
Bellevue,WA,47.5951,-122.1535,151199
South Lyon,MI,42.4614,-83.6526,151231
New Bedford,MA,41.6697,-70.9428,152104
Roseville,CA,38.7703,-121.3196,152438
Hollywood,FL,26.0293,-80.1679,152935
Sunnyvale,CA,37.3836,-122.0255,153455
Warner Robins,GA,32.5961,-83.6527,154327
Burlington,NC,36.076,-79.4685,154504
Kansas City,KS,39.1235,-94.7443,154776
Springfield,IL,39.7709,-89.654,156240
Lakewood,CO,39.6977,-105.1172,156309
Macon,GA,32.8065,-83.6974,156543
Alexandria,VA,38.8185,-77.0861,156788
Paterson,NJ,40.9147,-74.1624,157660
Corona,CA,33.8616,-117.5649,158839
Hayward,CA,37.6328,-122.0766,159201
Lafayette,IN,40.3991,-86.8593,160373
Leesburg,FL,28.7672,-81.8962,161515
Muskegon,MI,43.2281,-86.2562,162458
Odessa,TX,31.8801,-102.3448,162648
Manchester,NH,42.9848,-71.4447,162716
Merced,CA,37.3057,-120.4779,163257
Norwich,CT,41.5495,-72.0882,163299
Medford,OR,42.3372,-122.854,164628
Santa Cruz,CA,36.9789,-122.0346,165263
Palmdale,CA,34.5944,-118.1057,165487
Tuscaloosa,AL,33.2348,-87.5268,166253
Visalia,CA,36.3276,-119.3269,166273
Fredericksburg,VA,38.2992,-77.4872,166746
Bayamón,PR,18.3794,-66.1635,167312
Marysville,WA,48.0809,-122.1561,168664
Lancaster,CA,34.6935,-118.1753,170013
Pembroke Pines,FL,26.0128,-80.3382,170557
Garden Grove,CA,33.7787,-117.9601,170603
High Point,NC,35.991,-79.9937,171342
Vallejo,CA,38.1125,-122.2342,171414
Oceanside,CA,33.2247,-117.3083,172542
Salinas,CA,36.6883,-121.6317,172995
Rancho Cucamonga,CA,34.1247,-117.5667,174693
Danbury,CT,41.4015,-73.4709,175074
Hemet,CA,33.7341,-116.9969,176009
Cary,NC,35.7819,-78.8195,176686
Panama City,FL,30.1995,-85.6003,177125
Elk Grove,CA,38.4161,-121.3842,177221
Ontario,CA,34.0393,-117.6064,178347
Mauldin,SC,34.7821,-82.3032,179196
Aurora,IL,41.7638,-88.2902,179867
Gainesville,GA,34.2902,-83.8294,182116
Fort Lauderdale,FL,26.1412,-80.1464,183032
Erie,PA,42.1167,-80.0733,184332
Newport News,VA,37.1051,-76.5185,184774
Paradise,NV,36.0872,-115.1355,186178
Tempe,AZ,33.3881,-111.9319,186419
Murfreesboro,TN,35.849,-86.4121,187601
Spring Hill,FL,28.4798,-82.53,188743
Gastonia,NC,35.2494,-81.1854,189767
Glendale,CA,34.1819,-118.2468,192270
Vancouver,WA,45.6366,-122.5967,192696
Cedar Rapids,IA,41.9662,-91.6783,192755
Peoria,AZ,33.7843,-112.2989,194338
Santa Barbara,CA,34.4285,-119.7202,194950
Huntington Beach,CA,33.696,-118.0018,196010
Frederick,MD,39.4337,-77.4141,196743
Overland Park,KS,38.887,-94.687,197199
Waco,TX,31.5599,-97.1882,197594
Ocala,FL,29.178,-82.1511,197770
Grand Prairie,TX,32.6871,-97.0208,198564
Sunrise Manor,NV,36.1783,-115.0487,199099
Waterbury,CT,41.5582,-73.0361,199965
Hickory,NC,35.741,-81.3223,200500
Nampa,ID,43.5844,-116.5638,201129
Huntington,WV,38.4109,-82.4345,201208
McKinney,TX,33.2016,-96.667,202314
Galveston,TX,29.2484,-94.8913,202810
Lorain,OH,41.4409,-82.184,203802
Kalamazoo,MI,42.2749,-85.5882,204408
Amarillo,TX,35.1984,-101.8316,205100
Evansville,IN,37.9881,-87.5341,206418
Hagerstown,MD,39.6401,-77.7217,206889
Sioux Falls,SD,43.5396,-96.7311,207795
Thousand Oaks,CA,34.1914,-118.8756,208302
Yonkers,NY,40.9466,-73.8673,209529
Frisco,TX,33.156,-96.8216,210238
Moreno Valley,CA,33.9244,-117.2045,210378
Spartanburg,SC,34.9442,-81.9251,210388
Fontana,CA,34.0968,-117.4599,211921
Portland,ME,43.6773,-70.2715,213660
Roanoke,VA,37.2785,-79.9581,214019
Olympia,WA,47.0417,-122.8959,215677
College Station,TX,30.5852,-96.2959,215768
Clarksville,TN,36.5692,-87.3413,218159
Spring Valley,NV,36.0952,-115.2636,219913
Gainesville,FL,29.6804,-82.3459,219946
Tacoma,WA,47.2431,-122.4531,220482
San Bernardino,CA,34.1416,-117.2943,221774
Hialeah,FL,25.8696,-80.3045,221901
Brownsville,TX,25.9975,-97.458,223416
Deltona,FL,28.905,-81.2137,224303
Fargo,ND,46.8651,-96.8292,225066
Green Bay,WI,44.5148,-87.9895,227679
Fremont,CA,37.5265,-121.9843,228518
Bremerton,WA,47.5436,-122.7121,228576
Lafayette,LA,30.2082,-92.0325,231548
Gulfport,MS,30.4274,-89.0704,231754
Enterprise,NV,36.0091,-115.2278,232043
Appleton,WI,44.278,-88.3892,234701
Norfolk,VA,36.8945,-76.259,235037
Arlington,VA,38.8786,-77.1011,235463
Aguadilla,PR,18.4382,-67.1537,235546
Scottsdale,AZ,33.6872,-111.8651,242169
Rock Hill,SC,34.9415,-81.0241,244403
Garland,TX,32.91,-96.6304,245298
York,PA,39.9651,-76.7315,246769
Nashua,NH,42.7491,-71.491,247828
Glendale,AZ,33.5791,-112.2311,250193
Chesapeake,VA,36.6778,-76.3023,251153
Montgomery,AL,32.3482,-86.2668,251545
Round Lake Beach,IL,42.3791,-88.0811,252224
Irving,TX,32.8583,-96.9702,255036
Laredo,TX,27.5625,-99.4874,255949
Columbus,GA,32.51,-84.8771,257578
Kennewick,WA,46.1978,-119.1732,260091
St. Petersburg,FL,27.7931,-82.6652,260646
Killeen,TX,31.0753,-97.7297,261099
Tallahassee,FL,30.4551,-84.2527,261271
Peoria,IL,40.752,-89.6154,262461
Santa Clarita,CA,34.4175,-118.4964,265529
North Las Vegas,NV,36.2883,-115.0888,270773
Gilbert,AZ,33.31,-111.7463,271118
Salem,OR,44.9233,-123.0244,272331
Eugene,OR,44.0564,-123.1174,272737
Rockford,IL,42.2596,-89.064,274256
Chula Vista,CA,32.6281,-117.0144,275030
Wilmington,NC,34.2099,-77.8866,275128
South Bend,IN,41.6767,-86.2696,275725
Chandler,AZ,33.2825,-111.8514,278123
Shreveport,LA,32.4653,-93.7955,278269
Reading,PA,40.34,-75.9267,280030
Davenport,IA,41.5565,-90.6053,282356
Lubbock,TX,33.5657,-101.8879,283024
Plano,TX,33.0502,-96.7486,287339
Springfield,MO,37.1943,-93.2916,289041
Anchorage,AK,61.1508,-149.1091,289069
Jersey City,NJ,40.7184,-74.0686,289691
Lakeland,FL,28.0557,-81.9545,290762
Flint,MI,43.0236,-83.6921,291688
Lincoln,NE,40.8099,-96.6784,293055
Canton,OH,40.8078,-81.3676,293657
Asheville,NC,35.5707,-82.5537,295040
Winter Haven,FL,28.0118,-81.7014,296830
Concord,NC,35.3933,-80.6369,297379
Santa Rosa,CA,38.4458,-122.7067,299986
Newark,NJ,40.7245,-74.1725,307188
Poughkeepsie,NY,41.695,-73.9211,307738
St. Paul,MN,44.9478,-93.1039,307762
Irvine,CA,33.6772,-117.7738,308160
Santa Ana,CA,33.7367,-117.8819,311639
Ann Arbor,MI,42.2759,-83.731,314647
Youngstown,OH,41.0993,-80.6463,315751
Savannah,GA,32.0286,-81.1821,316446
Lansing,MI,42.7142,-84.5601,318001
Lexington,KY,38.0423,-84.4587,321122
Mobile,AL,30.6782,-88.1162,324067
Henderson,NV,36.0133,-115.0381,324523
Myrtle Beach,SC,33.7094,-78.8844,325829
Fayetteville,NC,35.085,-78.9772,326821
Jackson,MS,32.3157,-90.2125,331332
Antioch,CA,37.9787,-121.796,333347
Fort Collins,CO,40.5477,-105.0656,339256
Corpus Christi,TX,27.7254,-97.3767,339432
Anaheim,CA,33.839,-117.8574,344553
Fort Wayne,IN,41.0888,-85.1436,345279
Greensboro,NC,36.0956,-79.8271,345858
Honolulu,HI,21.3294,-157.846,346323
Modesto,CA,37.6375,-121.0028,355686
Huntsville,AL,34.6981,-86.6412,359389
Trenton,NJ,40.2237,-74.7641,362501
Victorville,CA,34.5277,-117.3536,363596
Indio,CA,33.7346,-116.2346,371926
Oxnard,CA,34.1964,-119.1815,373423
Scranton,PA,41.4044,-75.6649,375462
Aurora,CO,39.7083,-104.7237,390201
Arlington,TX,32.6998,-97.125,394769
Pensacola,FL,30.4413,-87.1911,401535
Fayetteville,AR,36.0714,-94.1661,405556
Syracuse,NY,43.0407,-76.1437,407625
Lancaster,PA,40.042,-76.3012,408023
Greenville,SC,34.8354,-82.3646,408626
Chattanooga,TN,35.066,-85.2481,410795
Durham,NC,35.9792,-78.9022,411362
Stockton,CA,37.9765,-121.3109,416005
Winston-Salem,NC,36.1029,-80.261,434231
Oakland,CA,37.7904,-122.2166,438072
Springfield,MA,42.1155,-72.5395,438889
Augusta,GA,33.3645,-82.0708,439361
Kissimmee,FL,28.3041,-81.4169,442790
Bonita Springs,FL,26.3558,-81.7859,445500
Boise,ID,43.6005,-116.2308,449428
Reno,NV,39.5497,-119.8483,454814
Denton,TX,33.2175,-97.1418,455152
Long Beach,CA,33.7977,-118.167,458491
Spokane,WA,47.6671,-117.433,458988
Madison,WI,43.0822,-89.393,460255
Little Rock,AR,34.7256,-92.3577,467846
Port St. Lucie,FL,27.2796,-80.3884,473733
Worcester,MA,42.2705,-71.8079,487014
Toledo,OH,41.6638,-83.5827,492076
Staten Island,NY,40.5834,-74.1496,495747
Harrisburg,PA,40.2752,-76.8843,499494
Wichita,KS,37.6895,-97.3443,501760
Mesa,AZ,33.4015,-111.7178,507478
Concord,CA,37.9722,-122.0016,525233
Akron,OH,41.0798,-81.5219,538659
Palm Bay,FL,27.9631,-80.6593,547659
Des Moines,IA,41.5725,-93.6105,560170
New Haven,CT,41.3113,-72.9246,565056
Bakersfield,CA,35.3529,-119.0359,578542
Albany,NY,42.6664,-73.7987,602242
Columbia,SC,34.0378,-80.9036,605083
Grand Rapids,MI,42.9619,-85.6562,611480
Knoxville,TN,35.9692,-83.9496,618226
Ogden,UT,41.2279,-111.9682,623688
Baton Rouge,LA,30.442,-91.1311,630063
Allentown,PA,40.5961,-75.4756,632175
Mission Viejo,CA,33.6096,-117.6551,634674
Colorado Springs,CO,38.8674,-104.7605,638421
Provo,UT,40.2457,-111.6457,639820
Cape Coral,FL,26.6443,-81.9957,656464
Dayton,OH,39.7805,-84.2003,667936
Rochester,NY,43.168,-77.6162,694707
Fresno,CA,36.783,-119.7939,724547
Charleston,SC,32.8168,-79.9687,726389
Tulsa,OK,36.1283,-95.9042,740620
Albuquerque,NM,35.1054,-106.6465,767499
Birmingham,AL,33.5279,-86.7971,778756
McAllen,TX,26.2252,-98.2467,810034
Omaha,NE,41.2627,-96.0529,826161
El Paso,TX,31.8476,-106.43,862494
Tucson,AZ,32.1541,-110.8787,879871
New Orleans,LA,30.0687,-89.9288,918752
Bridgeport,CT,41.1918,-73.1954,921660
Fort Worth,TX,32.7817,-97.3474,941311
Buffalo,NY,42.9018,-78.8487,949547
Louisville,KY,38.1663,-85.6485,965005
Hartford,CT,41.7661,-72.6834,969171
Oklahoma City,OK,35.4676,-97.5136,1000207
Memphis,TN,35.1087,-89.9663,1033394
Richmond,VA,37.5295,-77.4756,1081248
Raleigh,NC,35.8324,-78.6429,1150010
Salt Lake City,UT,40.7776,-111.9311,1169033
Nashville,TN,36.1715,-86.7842,1178679
Providence,RI,41.823,-71.4187,1270529
Milwaukee,WI,43.0642,-87.9675,1290221
Jacksonville,FL,30.3322,-81.6749,1303156
Virginia Beach,VA,36.7335,-76.0435,1431821
Charlotte,NC,35.2083,-80.8303,1436613
Bronx,NY,40.8501,-73.8662,1472654
Columbus,OH,39.9862,-82.9855,1578153
Cleveland,OH,41.4764,-81.6805,1679247
Kansas City,MO,39.1238,-94.5541,1686807
Manhattan,NY,40.7834,-73.9662,1694263
Cincinnati,OH,39.1413,-84.506,1704916
Pittsburgh,PA,40.4397,-79.9763,1712828
Indianapolis,IN,39.7771,-86.1458,1740984
San Jose,CA,37.3012,-121.848,1771563
San Juan,PR,18.3985,-66.061,1809800
Orlando,FL,28.4773,-81.337,1913597
Austin,TX,30.3005,-97.7522,1915031
Sacramento,CA,38.5677,-121.4685,1962998
San Antonio,TX,29.4632,-98.5238,2069843
Portland,OR,45.5371,-122.65,2084045
St. Louis,MO,38.6359,-90.2451,2127843
Baltimore,MD,39.3051,-76.6144,2189589
Las Vegas,NV,36.2333,-115.2654,2256509
Riverside,CA,33.9381,-117.3949,2288508
Queens,NY,40.7498,-73.7976,2405464
Denver,CO,39.762,-104.8758,2691349
Brooklyn,NY,40.6501,-73.9496,2736074
Tampa,FL,27.9945,-82.4447,2906035
Minneapolis,MN,44.9635,-93.2678,2906807
San Diego,CA,32.8313,-117.1222,3057778
San Francisco,CA,37.7558,-122.4449,3364862
Seattle,WA,47.6211,-122.3244,3555253
Detroit,MI,42.3834,-83.1024,3716929
Phoenix,AZ,33.5722,-112.0892,4065338
Boston,MA,42.3188,-71.0852,4355184
Washington,DC,38.9047,-77.0163,5146120
Atlanta,GA,33.7628,-84.422,5211164
Philadelphia,PA,40.0077,-75.1339,5696588
Dallas,TX,32.7935,-96.7667,5843632
Houston,TX,29.786,-95.3885,6046392
Miami,FL,25.784,-80.2101,6113982
Chicago,IL,41.8375,-87.6866,8489066
Los Angeles,CA,34.1141,-118.4068,11885717
New York,NY,40.6943,-73.9249,18832416
